Number,Source file id,Category code,Category,Funtional Category,Demographic category,Situational category,Name,Source file category,Headquarters city,Registration date,registration office,Country,Address,Latitude,Longitude,Geolocation verification
333,PR-OGSIFLUC-2008012024-333,,,,,,"Colegio Evangélico Capitán Correa, Inc.",Educación,Hatillo,1965-07-13,Departamento de Hacienda,Puerto Rico,"Colegio Evangélico Capitán Correa, Inc. Hatillo Puerto Rico",18.4820893,-66.7728598,1
334,PR-OGSIFLUC-2008012024-334,,,,,,"Colegio Giseland, Inc.",Educación,San Juan,1985-06-27,Departamento de Hacienda,Puerto Rico,"Colegio Giseland, Inc. San Juan Puerto Rico",18.3966924,-66.0316134,1
335,PR-OGSIFLUC-2008012024-335,,,,,,Colegio Hogar Ángeles Custodios,Educación,San Juan,1953-09-04,Departamento de Hacienda,Puerto Rico,Colegio Hogar Ángeles Custodios San Juan Puerto Rico,18.4161641,-66.0354324,1
336,PR-OGSIFLUC-2008012024-336,,,,,,"Colegio Inmaculada Concepción de Guayanilla, Inc.",Educación,Guayanilla,1974-09-30,Departamento de Hacienda,Puerto Rico,"Colegio Inmaculada Concepción de Guayanilla, Inc. Guayanilla Puerto Rico",18.0184148,-66.7900672,1
337,PR-OGSIFLUC-2008012024-337,,,,,,"Colegio Jardín de la Merced, Inc.",Educación,Bayamón,2001-08-08,Departamento de Hacienda,Puerto Rico,"Colegio Jardín de la Merced, Inc. Bayamón Puerto Rico",18.3674794,-66.1965239,1
338,PR-OGSIFLUC-2008012024-338,,,,,,"Colegio La Luz, Inc.",Educación,Humacao,1985-07-17,Departamento de Hacienda,Puerto Rico,"Colegio La Luz, Inc. Humacao Puerto Rico",18.2221568,-65.9196398,1
339,PR-OGSIFLUC-2008012024-339,,,,,,"Colegio Lourdes, Inc.",Educación,San Juan,1958-12-05,Departamento de Hacienda,Puerto Rico,"Colegio Lourdes, Inc. San Juan Puerto Rico",18.4123548,-66.0470751,1
340,PR-OGSIFLUC-2008012024-340,,,,,,"Colegio Luterano Resurrección, Inc.",Educación,Carolina,1988-08-02,Departamento de Hacienda,Puerto Rico,"Colegio Luterano Resurrección, Inc. Carolina Puerto Rico",18.414376,-65.9899271,1
341,PR-OGSIFLUC-2008012024-341,,,,,,"Colegio María Auxiliadora, Inc.",Educación,Carolina,1962-02-20,Departamento de Hacienda,Puerto Rico,"Colegio María Auxiliadora, Inc. Carolina Puerto Rico",18.3922499,-65.9597475,1
342,PR-OGSIFLUC-2008012024-342,,,,,,"Colegio Mercedes Morales, Inc.",Educación,Guaynabo,1974-07-31,Departamento de Hacienda,Puerto Rico,"Colegio Mercedes Morales, Inc. Guaynabo Puerto Rico",18.4037321,-66.1191214,1
343,PR-OGSIFLUC-2008012024-343,,,,,,"Colegio Metodista Julia Torres Fernández, Inc.",Educación,Ponce,1973-03-19,Departamento de Hacienda,Puerto Rico,"Colegio Metodista Julia Torres Fernández, Inc. Ponce Puerto Rico",17.9821296,-66.620419,1
344,PR-OGSIFLUC-2008012024-344,,,,,,Colegio Mi Primera Enseñanza Inc.,Educación,Las Piedras,1970-01-01,,Puerto Rico,Colegio Mi Primera Enseñanza Inc. Las Piedras Puerto Rico,18.1750301,-65.9027727,1
345,PR-OGSIFLUC-2008012024-345,,,,,,Colegio Mundo Infantiil Bennett Incorporada,Educación,Guayanilla,1992-08-21,Departamento de Hacienda,Puerto Rico,Colegio Mundo Infantiil Bennett Incorporada Guayanilla Puerto Rico,18.0373245,-66.7962869,1
346,PR-OGSIFLUC-2008012024-346,,,,,,"Colegio Nacional de Puerto Rico, Inc.",Educación,Toa Alta,1989-07-21,Departamento de Hacienda,Puerto Rico,"Colegio Nacional de Puerto Rico, Inc. Toa Alta Puerto Rico",18.3860047,-66.2483692,1
347,PR-OGSIFLUC-2008012024-347,,,,,,Colegio Ntra. Sra. de la Providencia Corp.,Educación,San Juan,2017-02-16,Departamento de Hacienda,Puerto Rico,Colegio Ntra. Sra. de la Providencia Corp. San Juan Puerto Rico,18.3882823,-66.0932217,1
348,PR-OGSIFLUC-2008012024-348,,,,,,"Colegio Nuestra Señora del Carmen de Trujillo Alto, Inc.",Educación,Trujillo Alto,1989-03-27,Departamento de Hacienda,Puerto Rico,"Colegio Nuestra Señora del Carmen de Trujillo Alto, Inc. Trujillo Alto Puerto Rico",18.3849484,-66.0273878,1
349,PR-OGSIFLUC-2008012024-349,,,,,,"Colegio Nuestra Señora del Perpetuo Socorro de Humacao, Inc.",Educación,Humacao,1984-05-08,Departamento de Hacienda,Puerto Rico,"Colegio Nuestra Señora del Perpetuo Socorro de Humacao, Inc. Humacao Puerto Rico",18.1457342,-65.8460321,1
350,PR-OGSIFLUC-2008012024-350,,,,,,"Colegio Nuestra Señora del Perpetuo Socorro, Inc.",Educación,Salinas,1964-01-21,Departamento de Hacienda,Puerto Rico,"Colegio Nuestra Señora del Perpetuo Socorro, Inc. Salinas Puerto Rico",17.9713551,-66.2282229,1
351,PR-OGSIFLUC-2008012024-351,,,,,,"Colegio Pentecostal de Arecibo, Inc.",Educación,Arecibo,1979-05-11,Departamento de Hacienda,Puerto Rico,"Colegio Pentecostal de Arecibo, Inc. Arecibo Puerto Rico",18.4367507,-66.6705564,1
352,PR-OGSIFLUC-2008012024-352,,,,,,"Colegio Ponceño, Inc.",Educación,Ponce,1967-05-17,"Departamento de Hacienda, IRS",Puerto Rico,"Colegio Ponceño, Inc. Ponce Puerto Rico",18.0431862,-66.574788,1
353,PR-OGSIFLUC-2008012024-353,,,,,,Colegio Pre Escolar y Elemental El Madrigal Inc.,Educación,Ponce,2002-02-04,Departamento de Hacienda,Puerto Rico,Colegio Pre Escolar y Elemental El Madrigal Inc. Ponce Puerto Rico,18.0358267,-66.6404647,1
354,PR-OGSIFLUC-2008012024-354,,,,,,"Colegio Presbiteriano Rehma, Inc.",Educación,Hormigueros,2001-04-18,Departamento de Hacienda,Puerto Rico,"Colegio Presbiteriano Rehma, Inc. Hormigueros Puerto Rico",18.1380484,-67.1270556,1
355,PR-OGSIFLUC-2008012024-355,,,,,,Colegio Puertorriqueño de Niñas,Educación,San Juan,1915-03-10,Departamento de Hacienda,Puerto Rico,Colegio Puertorriqueño de Niñas San Juan Puerto Rico,18.4065605,-66.0963802,1
356,PR-OGSIFLUC-2008012024-356,,,,,,"Colegio Puertorriqueño Marinel, Inc.",Educación,Toa Baja,1992-02-19,Departamento de Hacienda,Puerto Rico,"Colegio Puertorriqueño Marinel, Inc. Toa Baja Puerto Rico",18.4353343,-66.1726482,1
357,PR-OGSIFLUC-2008012024-357,,,,,,"Colegio Querubí, Inc.",Educación,San Lorenzo,1983-08-10,Departamento de Hacienda,Puerto Rico,"Colegio Querubí, Inc. San Lorenzo Puerto Rico",18.1827461,-65.9504362,1
358,PR-OGSIFLUC-2008012024-358,,,,,,Colegio Reina de los Angeles Inc.,Educación,San Juan,2007-06-06,Departamento de Hacienda,Puerto Rico,Colegio Reina de los Angeles Inc. San Juan Puerto Rico,18.4276636,-66.0039946,1
359,PR-OGSIFLUC-2008012024-359,,,,,,"Colegio Sagrados Corazones, Inc.",Educación,Guaynabo,1999-07-20,Departamento de Hacienda,Puerto Rico,"Colegio Sagrados Corazones, Inc. Guaynabo Puerto Rico",18.361391,-66.0993743,1
360,PR-OGSIFLUC-2008012024-360,,,,,,Colegio San Antonio Inc.,Educación,Guayama,2012-11-09,Departamento de Hacienda,Puerto Rico,Colegio San Antonio Inc. Guayama Puerto Rico,17.9848805,-66.1129851,1
361,PR-OGSIFLUC-2008012024-361,,,,,,Colegio San Benito Inc. de Padres Benedictinos de Mayagüez Puerto Rico,Educación,Mayagüez,1966-04-18,Departamento de Hacienda,Puerto Rico,Colegio San Benito Inc. de Padres Benedictinos de Mayagüez Puerto Rico Mayagüez Puerto Rico,18.1859757,-67.1391678,1
362,PR-OGSIFLUC-2008012024-362,,,,,,"Colegio San Benito, Humacao, Puerto Rico, Inc.",Educación,Humacao,1963-09-09,Departamento de Hacienda,Puerto Rico,"Colegio San Benito, Humacao, Puerto Rico, Inc. Humacao Puerto Rico",18.1550604,-65.8180256,1
363,PR-OGSIFLUC-2008012024-363,,,,,,"Colegio San Ignacio de Loyola, Inc.",Educación,San Juan,1950-11-17,Departamento de Hacienda,Puerto Rico,"Colegio San Ignacio de Loyola, Inc. San Juan Puerto Rico",18.377482,-66.087139,1
364,PR-OGSIFLUC-2008012024-364,,,,,,"Colegio San José, Inc.",Educación,Lares,1962-10-16,Departamento de Hacienda,Puerto Rico,"Colegio San José, Inc. Lares Puerto Rico",18.2712819,-66.7083879,1
365,PR-OGSIFLUC-2008012024-365,,,,,,"Colegio San Juan Bautista de Orocovis, Inc.",Educación,Orocovis,1966-05-23,Departamento de Hacienda,Puerto Rico,"Colegio San Juan Bautista de Orocovis, Inc. Orocovis Puerto Rico",18.2420115,-66.4052192,1
366,PR-OGSIFLUC-2008012024-366,,,,,,"Colegio San Miguel, Inc.",Educación,Utuado,1965-10-11,Departamento de Hacienda,Puerto Rico,"Colegio San Miguel, Inc. Utuado Puerto Rico",18.265525,-66.700636,1
367,PR-OGSIFLUC-2008012024-367,,,,,,"Colegio Santísima Trinidad, Inc.",Educación,Utuado,1995-03-17,Departamento de Hacienda,Puerto Rico,"Colegio Santísima Trinidad, Inc. Utuado Puerto Rico",18.3727363,-66.152545,1
368,PR-OGSIFLUC-2008012024-368,,,,,,"Colegio Universitario Bautista de P.R., Inc.",Educación,Utuado,1980-02-06,Departamento de Hacienda,Puerto Rico,"Colegio Universitario Bautista de P.R., Inc. Utuado Puerto Rico",18.2655095,-66.7004519,1
369,PR-OGSIFLUC-2008012024-369,,,,,,"Colegio Villas de Loíza, Inc.",Educación,Loíza,2019-01-24,Departamento de Hacienda,Puerto Rico,"Colegio Villas de Loíza, Inc. Loíza Puerto Rico",18.3806312,-65.8715871,1
370,PR-OGSIFLUC-2008012024-370,,,,,,"Colegio y Noviciado Santa María del Camino, Inc.",Educación,Trujillo Alto,1979-09-10,Departamento de Hacienda,Puerto Rico,"Colegio y Noviciado Santa María del Camino, Inc. Trujillo Alto Puerto Rico",18.3686341,-65.9911616,1
371,PR-OGSIFLUC-2008012024-371,,,,,,College Entrance Examination Board,Educación,San Juan,1963-02-26,Departamento de Hacienda,Puerto Rico,College Entrance Examination Board San Juan Puerto Rico,18.426799,-66.058347,1
372,PR-OGSIFLUC-2008012024-372,,,,,,Combined Arts School of Talent Inc.,Educación,Cidra,2012-01-24,Departamento de Hacienda,Puerto Rico,Combined Arts School of Talent Inc. Cidra Puerto Rico,18.1132973,-66.1674255,1
373,PR-OGSIFLUC-2008012024-373,,,,,,Comité Bicentenario de Juncos Inc.,Arte y Cultura,Juncos,1999-04-09,Departamento de Hacienda,Puerto Rico,Comité Bicentenario de Juncos Inc. Juncos Puerto Rico,18.2274558,-65.920997,1
374,PR-OGSIFLUC-2008012024-374,,,,,,Comité C.A.E.R. Manatí Corp.,Bienestar Social,Manatí,2011-09-07,Departamento de Hacienda,Puerto Rico,Comité C.A.E.R. Manatí Corp. Manatí Puerto Rico,18.4276676,-66.4777444,1
375,PR-OGSIFLUC-2008012024-375,,,,,,"Comité Caborrojeño Por Salud y Ambiente, Inc.",Ambiente,Cabo Rojo,1991-09-19,Departamento de Hacienda,Puerto Rico,"Comité Caborrojeño Por Salud y Ambiente, Inc. Cabo Rojo Puerto Rico",18.0872898,-67.1455553,1
376,PR-OGSIFLUC-2008012024-376,,,,,,"Comité Comunal de Corcovada, Inc",Bienestar Social,Añasco,1990-04-24,,Puerto Rico,"Comité Comunal de Corcovada, Inc Añasco Puerto Rico",18.2980975,-67.0524165,1
377,PR-OGSIFLUC-2008012024-377,,,,,,Comité Comunitario Canejas Corp.,Bienestar Social,San Juan,1999-08-26,,Puerto Rico,Comité Comunitario Canejas Corp. San Juan Puerto Rico,18.346835,-66.087557,1
378,PR-OGSIFLUC-2008012024-378,,,,,,"Comité Cívico Recreativo del Barrio Naranjo-San Pedro, Inc",Bienestar Social,Fajardo,2004-01-29,,Puerto Rico,"Comité Cívico Recreativo del Barrio Naranjo-San Pedro, Inc Fajardo Puerto Rico",18.3224537,-65.6559949,1
379,PR-OGSIFLUC-2008012024-379,,,,,,"Comité de Conferencias Lydia J. Roberts, Inc.",Educación,San Juan,1988-05-09,Departamento de Hacienda,Puerto Rico,"Comité de Conferencias Lydia J. Roberts, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
380,PR-OGSIFLUC-2008012024-380,,,,,,"Comité de Desarrollo y Conservación de la Comunidad Las Carolinas, Inc.",Bienestar Social,San German,2005-07-19,,Puerto Rico,"Comité de Desarrollo y Conservación de la Comunidad Las Carolinas, Inc. San German Puerto Rico",18.0807082,-67.0411096,1
381,PR-OGSIFLUC-2008012024-381,,,,,,"Comité de Gericultura de Guayama, Inc.",Bienestar Social,Guayama,1971-08-20,,Puerto Rico,"Comité de Gericultura de Guayama, Inc. Guayama Puerto Rico",17.9841328,-66.1137767,1
382,PR-OGSIFLUC-2008012024-382,,,,,,"Comité de Líderes Comunidad Organizada de Cucharillas, Inc.",Bienestar Social,Cataño,2006-05-17,,Puerto Rico,"Comité de Líderes Comunidad Organizada de Cucharillas, Inc. Cataño Puerto Rico",18.437307,-66.1412117,1
383,PR-OGSIFLUC-2008012024-383,,,,,,"Comité Desarrollo Comunitario Portillo Miramar, Inc.",Bienestar Social,Juana Díaz,2003-07-16,,Puerto Rico,"Comité Desarrollo Comunitario Portillo Miramar, Inc. Juana Díaz Puerto Rico",18.0534372,-66.5075079,1
384,PR-OGSIFLUC-2008012024-384,,,,,,"Comité Desarrollo Social y Cultural Daguao, Inc.",Arte y Cultura,Naguabo,1999-05-03,Departamento de Hacienda,Puerto Rico,"Comité Desarrollo Social y Cultural Daguao, Inc. Naguabo Puerto Rico",18.2247568,-65.6825529,1
385,PR-OGSIFLUC-2008012024-385,,,,,,"Comité Navidad en Buenos Aires, Inc.",Arte y Cultura,Coamo,2001-04-20,Departamento de Hacienda,Puerto Rico,"Comité Navidad en Buenos Aires, Inc. Coamo Puerto Rico",18.0770283,-66.3556334,1
386,PR-OGSIFLUC-2008012024-386,,,,,,"Comité Pro Ayuda al más Necesitado, Inc.",Bienestar Social,Moca,2011-02-18,,Puerto Rico,"Comité Pro Ayuda al más Necesitado, Inc. Moca Puerto Rico",18.3946688,-67.1132356,1
387,PR-OGSIFLUC-2008012024-387,,,,,,"Comité Pro Defensa de la Salud y del Ambiente de Vega Baja, Inc.",Ambiente,Vega Baja,2003-02-20,Departamento de Hacienda,Puerto Rico,"Comité Pro Defensa de la Salud y del Ambiente de Vega Baja, Inc. Vega Baja Puerto Rico",18.4461459,-66.4041967,1
388,PR-OGSIFLUC-2008012024-388,,,,,,"Comité Pro Mejoramiento Bo. Naranjo, Moca, Puerto Rico, Inc.",Bienestar Social,Moca,2005-03-15,,Puerto Rico,"Comité Pro Mejoramiento Bo. Naranjo, Moca, Puerto Rico, Inc. Moca Puerto Rico",18.3415067,-67.1090143,1
389,PR-OGSIFLUC-2008012024-389,,,,,,Comité Pro Nuestra Cultura Inc.,Arte y Cultura,Ponce,1999-04-29,Departamento de Hacienda,Puerto Rico,Comité Pro Nuestra Cultura Inc. Ponce Puerto Rico,18.0110768,-66.6140616,1
390,PR-OGSIFLUC-2008012024-390,,,,,,"Comité Pro Reserva Natural Cañón Las Bocas, Inc.",Ambiente,Barranquitas,2007-09-25,Departamento de Hacienda,Puerto Rico,"Comité Pro Reserva Natural Cañón Las Bocas, Inc. Barranquitas Puerto Rico",18.2193848,-66.2708402,1
391,PR-OGSIFLUC-2008012024-391,,,,,,"Comité Pro-Caminata Reyes Magos de Moca, Inc.",Arte y Cultura,Moca,2000-12-12,Departamento de Hacienda,Puerto Rico,"Comité Pro-Caminata Reyes Magos de Moca, Inc. Moca Puerto Rico",18.3946688,-67.1132356,1
392,PR-OGSIFLUC-2008012024-392,,,,,,Comité Vecinos con Nuestra Cultura de Aguada Corp.,Arte y Cultura,Aguada,2000-06-12,Departamento de Hacienda,Puerto Rico,Comité Vecinos con Nuestra Cultura de Aguada Corp. Aguada Puerto Rico,18.3801579,-67.188704,1
393,PR-OGSIFLUC-2008012024-393,,,,,,"Comité Yabucoeño Pro-Calidad de Vida, Inc.",Bienestar Social,Yabucoa,1989-01-18,Departamento de Hacienda,Puerto Rico,"Comité Yabucoeño Pro-Calidad de Vida, Inc. Yabucoa Puerto Rico",18.0505201,-65.8793288,1
394,PR-OGSIFLUC-2008012024-394,,,,,,Community Development Corp.,Bienestar Social,Carolina,2013-01-01,Departamento de Hacienda,Puerto Rico,Community Development Corp. Carolina Puerto Rico,18.3736316,-65.9630925,1
395,PR-OGSIFLUC-2008012024-395,,,,,,Community Development Institute Head Start,Educación,San Juan,2004-05-25,,Puerto Rico,Community Development Institute Head Start San Juan Puerto Rico,18.3872739,-65.9181951,1
396,PR-OGSIFLUC-2008012024-396,,,,,,"Community Endowment, Inc.",Bienestar Social,San Juan,1985-07-01,Departamento de Hacienda,Puerto Rico,"Community Endowment, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
397,PR-OGSIFLUC-2008012024-397,,,,,,"Community Language Education and Research Services (CLEAR), Inc.",Educación,Carolina,2009-07-23,Departamento de Hacienda,Puerto Rico,"Community Language Education and Research Services (CLEAR), Inc. Carolina Puerto Rico",18.3736316,-65.9630925,1
398,PR-OGSIFLUC-2008012024-398,,,,,,"Compañía Cimarrón, Músico Teatral, Inc.",Arte y Cultura,San Juan,1987-01-21,Departamento de Hacienda,Puerto Rico,"Compañía Cimarrón, Músico Teatral, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
399,PR-OGSIFLUC-2008012024-399,,,,,,"Compañía de Baile Ballet Señorial, Inc.",Arte y Cultura,Ponce,1996-09-17,Departamento de Hacienda,Puerto Rico,"Compañía de Baile Ballet Señorial, Inc. Ponce Puerto Rico",18.0148331,-66.6123457,1
400,PR-OGSIFLUC-2008012024-400,,,,,,"Compañía de Ballet Juvenil Danzarín, Inc.",Arte y Cultura,Carolina,1999-06-04,Departamento de Hacienda,Puerto Rico,"Compañía de Ballet Juvenil Danzarín, Inc. Carolina Puerto Rico",18.3895318,-65.9653892,1
401,PR-OGSIFLUC-2008012024-401,,,,,,"Compañía de Danza Siglo XXI, Inc.",Arte y Cultura,Guaynabo,2010-09-28,Departamento de Hacienda,Puerto Rico,"Compañía de Danza Siglo XXI, Inc. Guaynabo Puerto Rico",18.4131694,-66.1002701,1
402,PR-OGSIFLUC-2008012024-402,,,,,,"Compañía de Teatro Coribantes, Inc.",Arte y Cultura,San Juan,1983-02-01,Departamento de Hacienda,Puerto Rico,"Compañía de Teatro Coribantes, Inc. San Juan Puerto Rico",18.4314377,-66.0577611,1
403,PR-OGSIFLUC-2008012024-403,,,,,,Compañía Folklórica Brumas de Borikén Inc.,Arte y Cultura,Cayey,2008-08-04,Departamento de Hacienda,Puerto Rico,Compañía Folklórica Brumas de Borikén Inc. Cayey Puerto Rico,18.1222963,-66.176518,1
404,PR-OGSIFLUC-2008012024-404,,,,,,Compañía Teatral Aries Inc.,Arte y Cultura,Cayey,2003-06-23,Departamento de Hacienda,Puerto Rico,Compañía Teatral Aries Inc. Cayey Puerto Rico,18.1119051,-66.166,1
405,PR-OGSIFLUC-2008012024-405,,,,,,Concerned Residents for Improvement Inc.,Bienestar Social,Vieques,1988-07-31,Departamento de Hacienda,Puerto Rico,Concerned Residents for Improvement Inc. Vieques Puerto Rico,18.1488224,-65.4419692,1
406,PR-OGSIFLUC-2008012024-406,,,,,,"Concilio de la Comunidad para Ayudar a Resolver los Problemas de la Vida, Inc.",Bienestar Social,San Juan,1983-08-02,,Puerto Rico,"Concilio de la Comunidad para Ayudar a Resolver los Problemas de la Vida, Inc. San Juan Puerto Rico",18.450843,-66.0695727,1
407,PR-OGSIFLUC-2008012024-407,,,,,,"Concordia SSCC de Jesús y de María de PR, Inc.",Bienestar Social,Bayamón,1994-07-29,Departamento de Hacienda,Puerto Rico,"Concordia SSCC de Jesús y de María de PR, Inc. Bayamón Puerto Rico",18.3589232,-66.1543375,1
408,PR-OGSIFLUC-2008012024-408,,,,,,"Connected Nation, Inc.",Bienestar Social,San Juan,2009-08-14,Departamento de Hacienda,Puerto Rico,"Connected Nation, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
409,PR-OGSIFLUC-2008012024-409,,,,,,"ConPRmetidos, Corp.",Bienestar Social,San Juan,2011-11-29,Departamento de Hacienda,Puerto Rico,"ConPRmetidos, Corp. San Juan Puerto Rico",18.4655394,-66.1057355,1
410,PR-OGSIFLUC-2008012024-410,,,,,,"Consejo Juanadino Pro Festejos de Reyes, Inc.",Arte y Cultura,Cayey,1978-02-15,Departamento de Hacienda,Puerto Rico,"Consejo Juanadino Pro Festejos de Reyes, Inc. Cayey Puerto Rico",18.1067278,-66.1661813,1
411,PR-OGSIFLUC-2008012024-411,,,,,,"Consolidated Credit Counseling Services, Inc.",Economía y Finanzas,San Juan,2004-12-30,Departamento de Hacienda,Puerto Rico,"Consolidated Credit Counseling Services, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
412,PR-OGSIFLUC-2008012024-412,,,,,,"Consorcio de Mejoras de la Planta de Filtración Humacao, Inc.",Bienestar Social,Humacao,2006-05-16,Departamento de Hacienda,Puerto Rico,"Consorcio de Mejoras de la Planta de Filtración Humacao, Inc. Humacao Puerto Rico",18.1496828,-65.8273847,1
413,PR-OGSIFLUC-2008012024-413,,,,,,"Consultores Psicológicos Asociados, Inc.",Bienestar Social,Mayagüez,1995-11-27,,Puerto Rico,"Consultores Psicológicos Asociados, Inc. Mayagüez Puerto Rico",18.2013452,-67.1451549,1
414,PR-OGSIFLUC-2008012024-414,,,,,,"Coordinadora Paz para la Mujer, Inc.",Bienestar Social,San Juan,1997-05-12,,Puerto Rico,"Coordinadora Paz para la Mujer, Inc. San Juan Puerto Rico",18.4198947,-66.0585756,1
415,PR-OGSIFLUC-2008012024-415,,,,,,"Copar, Inc. (Comité Pro Acueducto Rural)",Bienestar Social,Corozal,2000-06-08,Departamento de Hacienda,Puerto Rico,"Copar, Inc. (Comité Pro Acueducto Rural) Corozal Puerto Rico",18.3410116,-66.3174271,1
416,PR-OGSIFLUC-2008012024-416,,,,,,"Copek School, Inc.",Educación,Salinas,2005-10-13,Departamento de Hacienda,Puerto Rico,"Copek School, Inc. Salinas Puerto Rico",17.978359,-66.2964087,1
417,PR-OGSIFLUC-2008012024-417,,,,,,"Coral Filarmónica de San Juan, Inc.",Arte y Cultura,San Juan,1987-08-27,Departamento de Hacienda,Puerto Rico,"Coral Filarmónica de San Juan, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
418,PR-OGSIFLUC-2008012024-418,,,,,,"Coral Israel de Puerto Rico, Inc.",Arte y Cultura,Carolina,1998-12-21,Departamento de Hacienda,Puerto Rico,"Coral Israel de Puerto Rico, Inc. Carolina Puerto Rico",18.3807819,-65.9573872,1
419,PR-OGSIFLUC-2008012024-419,,,,,,"Coro de Campanas Samuel Aun Weor, Inc.",Arte y Cultura,Bayamón,1986-10-17,Departamento de Hacienda,Puerto Rico,"Coro de Campanas Samuel Aun Weor, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
420,PR-OGSIFLUC-2008012024-420,,,,,,Coro de Niños de Ponce Inc.,Arte y Cultura,Ponce,1995-08-27,Departamento de Hacienda,Puerto Rico,Coro de Niños de Ponce Inc. Ponce Puerto Rico,18.0067413,-66.5921705,1
421,PR-OGSIFLUC-2008012024-421,,,,,,"Coro de Niños de San Juan, Inc.",Arte y Cultura,San Juan,1974-04-24,Departamento de Hacienda,Puerto Rico,"Coro de Niños de San Juan, Inc. San Juan Puerto Rico",18.4423149,-66.0644948,1
422,PR-OGSIFLUC-2008012024-422,,,,,,"Coro Nacional de Puerto Rico, Inc.",Arte y Cultura,San Juan,2005-05-03,Departamento de Hacienda,Puerto Rico,"Coro Nacional de Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
